Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos trimestre anterior,KPI
2015,1,Salta,30.0097882334428,29.53,1.61
2015,2,Salta,30.4611238427009,30.01,1.5
2015,3,Salta,31.1759452128584,30.46,2.35
2015,4,Salta,31.5934926480719,31.18,1.34
2016,1,Salta,31.3155459711532,31.59,-0.88
2016,2,Salta,32.081726025082,31.32,2.45
2016,3,Salta,32.9558316811803,32.08,2.72
2016,4,Salta,32.6941197393755,32.96,-0.79
2017,1,Salta,32.5754893148231,32.69,-0.36
2017,2,Salta,32.7394202636262,32.58,0.5
2017,3,Salta,39.8397008069074,32.74,21.69
2017,4,Salta,39.796242471459,39.84,-0.11
2018,1,Salta,39.7755916329188,39.8,-0.05
2018,2,Salta,39.9371920998973,39.78,0.41
2018,3,Salta,39.4274134206841,39.94,-1.28
2018,4,Salta,39.8016100697381,39.43,0.95
2019,1,Salta,40.0983444177161,39.8,0.75
2019,2,Salta,41.8931983203698,40.1,4.48
2019,3,Salta,44.4761779222872,41.89,6.17
2019,4,Salta,50.3546389223882,44.48,13.22
2020,1,Salta,49.5956802701287,50.35,-1.51
2020,2,Salta,51.5815833534036,49.6,4.0
2020,3,Salta,52.315712128488,51.58,1.42
2020,4,Salta,54.0427520014766,52.32,3.3
2021,1,Salta,53.9300192633909,54.04,-0.21
2021,2,Salta,54.9300901747889,53.93,1.85
2021,3,Salta,55.9642780595842,54.93,1.88
2021,4,Salta,56.8144260576222,55.96,1.52
2022,1,Salta,56.1075934084976,56.81,-1.24
2022,2,Salta,57.54,56.11,2.55
2022,3,Salta,57.76,57.54,0.38
2022,4,Salta,57.96,57.76,0.35
2023,1,Salta,57.67,57.96,-0.5
2023,2,Salta,57.48,57.67,-0.33
2023,3,Salta,57.57,57.48,0.16
2023,4,Salta,56.98,57.57,-1.02
2024,1,Salta,56.3,56.98,-1.19
2024,2,Salta,55.72,56.3,-1.03
2014,2,San Juan,27.7826978179589,,0.0
2014,3,San Juan,27.8542444781027,27.78,0.26
2014,4,San Juan,28.0371457145607,27.85,0.66
2015,1,San Juan,27.5531927597664,28.04,-1.73
2015,2,San Juan,27.6430534204585,27.55,0.33
2015,3,San Juan,27.66538565566,27.64,0.08
2015,4,San Juan,27.6648539357743,27.67,-0.0
2016,1,San Juan,27.3307941100043,27.66,-1.21
2016,2,San Juan,27.3407815140911,27.33,0.04
2016,3,San Juan,27.3171271359908,27.34,-0.09
2016,4,San Juan,27.2924214521971,27.32,-0.09
2017,1,San Juan,27.0367609884239,27.29,-0.94
2017,2,San Juan,26.964616120247,27.04,-0.27
2017,3,San Juan,32.3668893599598,26.96,20.03
2017,4,San Juan,30.2999291912817,32.37,-6.39
2018,1,San Juan,32.6091774516929,30.3,7.62
2018,2,San Juan,32.9466488486842,32.61,1.03
2018,3,San Juan,33.0514165039238,32.95,0.32
2018,4,San Juan,31.8962520702558,33.05,-3.5
2019,1,San Juan,31.8330580534655,31.9,-0.2
2019,2,San Juan,35.5997173374818,31.83,11.83
2019,3,San Juan,37.0623130355423,35.6,4.11
2019,4,San Juan,32.8549757281553,37.06,-11.35
2020,1,San Juan,32.3922921363047,32.85,-1.41
2020,2,San Juan,35.0948577636503,32.39,8.34
2020,3,San Juan,38.7899552541285,35.09,10.53
2020,4,San Juan,36.3208821557581,38.79,-6.37
2021,1,San Juan,39.0551943353576,36.32,7.53
2021,2,San Juan,39.2840257006206,39.06,0.59
2021,3,San Juan,39.4554480019856,39.28,0.44
2021,4,San Juan,39.5888518648717,39.46,0.34
2022,1,San Juan,43.5459816093316,39.59,10.0
2022,2,San Juan,49.46,43.55,13.58
2022,3,San Juan,50.8,49.46,2.71
2022,4,San Juan,50.88,50.8,0.16
2023,1,San Juan,49.75,50.88,-2.22
2023,2,San Juan,47.52,49.75,-4.48
2023,3,San Juan,50.45,47.52,6.17
2023,4,San Juan,50.08,50.45,-0.73
2024,1,San Juan,51.62,50.08,3.08
2024,2,San Juan,51.17,51.62,-0.87
2014,2,San Luis,9.71791019987182,,0.0
2014,3,San Luis,9.71121075967275,9.72,-0.07
2014,4,San Luis,9.7863933663512,9.71,0.77
2015,1,San Luis,9.71604896376059,9.79,-0.72
2015,2,San Luis,9.70797183720366,9.72,-0.08
2015,3,San Luis,9.70650326873876,9.71,-0.02
2015,4,San Luis,9.70576898450631,9.71,-0.01
2016,1,San Luis,9.58634628277021,9.71,-1.23
2016,2,San Luis,9.60373385160232,9.59,0.18
2016,3,San Luis,9.63053968688516,9.6,0.28
2016,4,San Luis,9.64068243537056,9.63,0.11
2017,1,San Luis,9.5455001936789,9.64,-0.99
2017,2,San Luis,9.5139703148683,9.55,-0.33
2017,3,San Luis,15.4778617902981,9.51,62.69
2017,4,San Luis,10.5867310697542,15.48,-31.6
2018,1,San Luis,15.1487903482749,10.59,43.09
2018,2,San Luis,15.1504244913514,15.15,0.01
2018,3,San Luis,52.3531149755192,15.15,245.56
2018,4,San Luis,67.5504536976004,52.35,29.03
2019,1,San Luis,67.3379373977716,67.55,-0.31
2019,2,San Luis,81.789994425864,67.34,21.46
2019,3,San Luis,85.2260887684934,81.79,4.2
2019,4,San Luis,74.9200260348146,85.23,-12.09
2020,1,San Luis,76.3085418464193,74.92,1.85
2020,2,San Luis,78.4096773527651,76.31,2.75
2020,3,San Luis,79.9617220941719,78.41,1.98
2020,4,San Luis,81.679478061057,79.96,2.15
2021,1,San Luis,81.2373017712751,81.68,-0.54
2021,2,San Luis,83.4781072006307,81.24,2.76
2021,3,San Luis,79.8704334921291,83.48,-4.32
2021,4,San Luis,80.2957828313538,79.87,0.53
2022,1,San Luis,80.7242306060177,80.3,0.53
2022,2,San Luis,81.76,80.72,1.28
2022,3,San Luis,81.74,81.76,-0.02
2022,4,San Luis,90.27,81.74,10.44
2023,1,San Luis,90.17,90.27,-0.11
2023,2,San Luis,93.41,90.17,3.59
2023,3,San Luis,98.55,93.41,5.5
2023,4,San Luis,102.07,98.55,3.57
2024,1,San Luis,102.7,102.07,0.62
2024,2,San Luis,103.4,102.7,0.68
2014,2,Santa Cruz,29.3770071530543,,0.0
2014,3,Santa Cruz,28.231942904275,29.38,-3.9
2014,4,Santa Cruz,27.8026789696523,28.23,-1.52
2015,1,Santa Cruz,27.9948639434945,27.8,0.69
2015,2,Santa Cruz,27.0722450274482,27.99,-3.3
2015,3,Santa Cruz,27.6060609834294,27.07,1.97
2015,4,Santa Cruz,27.7447690664797,27.61,0.5
2016,1,Santa Cruz,26.86586252145,27.74,-3.17
2016,2,Santa Cruz,26.7289117253198,26.87,-0.51
2016,3,Santa Cruz,26.8352018954507,26.73,0.4
2016,4,Santa Cruz,27.0467602148458,26.84,0.79
2017,1,Santa Cruz,26.5249917378546,27.05,-1.93
2017,2,Santa Cruz,26.2486198287096,26.52,-1.04
2017,3,Santa Cruz,33.2918297165896,26.25,26.83
2017,4,Santa Cruz,28.9124928828068,33.29,-13.15
2018,1,Santa Cruz,33.5527598985762,28.91,16.05
2018,2,Santa Cruz,33.3323645100661,33.55,-0.66
2018,3,Santa Cruz,32.7278502945593,33.33,-1.81
2018,4,Santa Cruz,23.6891941006561,32.73,-27.62
2019,1,Santa Cruz,23.6676549967689,23.69,-0.09
2019,2,Santa Cruz,28.8460630553221,23.67,21.88
2019,3,Santa Cruz,35.6281609788596,28.85,23.51
2019,4,Santa Cruz,36.7113630853583,35.63,3.04
2020,1,Santa Cruz,35.9742762889655,36.71,-2.01
2020,2,Santa Cruz,35.792623969796,35.97,-0.5
2020,3,Santa Cruz,35.9515289078445,35.79,0.44
2020,4,Santa Cruz,36.999572459088,35.95,2.92
2021,1,Santa Cruz,41.6478310399074,37.0,12.56
2021,2,Santa Cruz,44.0149166554342,41.65,5.68
2021,3,Santa Cruz,43.7473202801201,44.01,-0.61
2021,4,Santa Cruz,43.0512146611735,43.75,-1.59
2022,1,Santa Cruz,43.3384231105305,43.05,0.67
2022,2,Santa Cruz,43.15,43.34,-0.43
2022,3,Santa Cruz,43.19,43.15,0.09
2022,4,Santa Cruz,43.53,43.19,0.79
2023,1,Santa Cruz,43.42,43.53,-0.25
2023,2,Santa Cruz,41.66,43.42,-4.05
2023,3,Santa Cruz,40.89,41.66,-1.85
2023,4,Santa Cruz,73.75,40.89,80.36
2024,1,Santa Cruz,67.58,73.75,-8.37
2024,2,Santa Cruz,69.92,67.58,3.46
2014,2,Santa Fe,48.3903513867014,,0.0
2014,3,Santa Fe,49.1958844455727,48.39,1.66
2014,4,Santa Fe,49.9996230234827,49.2,1.63
2015,1,Santa Fe,50.2444947593192,50.0,0.49
2015,2,Santa Fe,51.1765389086788,50.24,1.86
2015,3,Santa Fe,52.1459547408435,51.18,1.89
2015,4,Santa Fe,52.6080897858581,52.15,0.89
2016,1,Santa Fe,51.2773408540762,52.61,-2.53
2016,2,Santa Fe,52.4364772593711,51.28,2.26
2016,3,Santa Fe,52.6721503688625,52.44,0.45
2016,4,Santa Fe,52.191050237189,52.67,-0.91
2017,1,Santa Fe,51.9701076920804,52.19,-0.42
2017,2,Santa Fe,52.2696112396987,51.97,0.58
2017,3,Santa Fe,60.9063556345152,52.27,16.52
2017,4,Santa Fe,61.7127712196729,60.91,1.32
2018,1,Santa Fe,62.2819984430096,61.71,0.92
2018,2,Santa Fe,62.5707923995744,62.28,0.46
2018,3,Santa Fe,63.4096146162309,62.57,1.34
2018,4,Santa Fe,65.5870688619156,63.41,3.43
2019,1,Santa Fe,66.9740909479148,65.59,2.11
2019,2,Santa Fe,67.4229199332195,66.97,0.67
2019,3,Santa Fe,68.8717805759303,67.42,2.15
2019,4,Santa Fe,69.4823572559686,68.87,0.89
2020,1,Santa Fe,69.5235794025313,69.48,0.06
2020,2,Santa Fe,70.002168637187,69.52,0.69
2020,3,Santa Fe,72.1206024734824,70.0,3.03
2020,4,Santa Fe,73.5807380726778,72.12,2.02
2021,1,Santa Fe,73.9165640702618,73.58,0.46
2021,2,Santa Fe,75.0687862629301,73.92,1.56
2021,3,Santa Fe,75.0170476272823,75.07,-0.07
2021,4,Santa Fe,77.0892017943923,75.02,2.76
2022,1,Santa Fe,77.304584747584,77.09,0.28
2022,2,Santa Fe,77.9,77.3,0.77
2022,3,Santa Fe,78.55,77.9,0.83
2022,4,Santa Fe,78.4,78.55,-0.19
2023,1,Santa Fe,78.13,78.4,-0.34
2023,2,Santa Fe,78.83,78.13,0.9
2023,3,Santa Fe,79.09,78.83,0.33
2023,4,Santa Fe,79.75,79.09,0.83
2024,1,Santa Fe,80.4,79.75,0.82
2024,2,Santa Fe,81.34,80.4,1.17
2014,2,Santiago Del Estero,16.6955673473544,,0.0
2014,3,Santiago Del Estero,16.4922039083019,16.7,-1.22
2014,4,Santiago Del Estero,17.2692015836451,16.49,4.71
2015,1,Santiago Del Estero,17.0558169911586,17.27,-1.24
2015,2,Santiago Del Estero,17.1105666329829,17.06,0.32
2015,3,Santiago Del Estero,17.1188225313532,17.11,0.05
2015,4,Santiago Del Estero,17.0049780380361,17.12,-0.67
2016,1,Santiago Del Estero,16.205749206822,17.0,-4.7
2016,2,Santiago Del Estero,15.8889250473061,16.21,-1.96
2016,3,Santiago Del Estero,15.3296465784729,15.89,-3.52
2016,4,Santiago Del Estero,15.0678475104333,15.33,-1.71
2017,1,Santiago Del Estero,14.7021194933686,15.07,-2.43
2017,2,Santiago Del Estero,14.118988073972,14.7,-3.97
2017,3,Santiago Del Estero,35.1210448843849,14.12,148.75
2017,4,Santiago Del Estero,29.1263861095011,35.12,-17.07
2018,1,Santiago Del Estero,34.9882694482421,29.13,20.13
2018,2,Santiago Del Estero,35.2564642111642,34.99,0.77
2018,3,Santiago Del Estero,36.2496169780513,35.26,2.82
2018,4,Santiago Del Estero,37.4007259512934,36.25,3.18
2019,1,Santiago Del Estero,37.5194167460039,37.4,0.32
2019,2,Santiago Del Estero,52.789971263171,37.52,40.7
2019,3,Santiago Del Estero,55.3039114685454,52.79,4.76
2019,4,Santiago Del Estero,42.9207738235818,55.3,-22.39
2020,1,Santiago Del Estero,42.4663591879918,42.92,-1.06
2020,2,Santiago Del Estero,43.4671668246836,42.47,2.36
2020,3,Santiago Del Estero,43.3759313169191,43.47,-0.21
2020,4,Santiago Del Estero,43.7492566206899,43.38,0.86
2021,1,Santiago Del Estero,45.6730828236546,43.75,4.4
2021,2,Santiago Del Estero,46.5572753649211,45.67,1.94
2021,3,Santiago Del Estero,47.0,46.56,0.95
2021,4,Santiago Del Estero,47.0459491943867,47.0,0.1
2022,1,Santiago Del Estero,47.1727383932405,47.05,0.27
2022,2,Santiago Del Estero,47.7,47.17,1.12
2022,3,Santiago Del Estero,47.98,47.7,0.59
2022,4,Santiago Del Estero,48.05,47.98,0.15
2023,1,Santiago Del Estero,47.55,48.05,-1.04
2023,2,Santiago Del Estero,47.14,47.55,-0.86
2023,3,Santiago Del Estero,48.67,47.14,3.25
2023,4,Santiago Del Estero,49.08,48.67,0.84
2024,1,Santiago Del Estero,49.41,49.08,0.67
2024,2,Santiago Del Estero,49.67,49.41,0.53
2014,2,Tierra Del Fuego,64.3560451715994,,0.0
2014,3,Tierra Del Fuego,65.6861020447619,64.36,2.07
2014,4,Tierra Del Fuego,66.1378194733832,65.69,0.69
2015,1,Tierra Del Fuego,74.2349517001027,66.14,12.24
2015,2,Tierra Del Fuego,74.5078743166472,74.23,0.37
2015,3,Tierra Del Fuego,74.8584578403385,74.51,0.47
2015,4,Tierra Del Fuego,66.4622043362379,74.86,-11.22
2016,1,Tierra Del Fuego,65.8330416313501,66.46,-0.95
2016,2,Tierra Del Fuego,67.7182428825529,65.83,2.86
2016,3,Tierra Del Fuego,68.9404924910074,67.72,1.8
2016,4,Tierra Del Fuego,70.3052659053947,68.94,1.98
2017,1,Tierra Del Fuego,68.9197485128813,70.31,-1.97
2017,2,Tierra Del Fuego,68.4632207595576,68.92,-0.66
2017,3,Tierra Del Fuego,65.7418047343459,68.46,-3.98
2017,4,Tierra Del Fuego,59.8941359626362,65.74,-8.89
2018,1,Tierra Del Fuego,65.1996370235935,59.89,8.86
2018,2,Tierra Del Fuego,91.6051962953856,65.2,40.5
2018,3,Tierra Del Fuego,92.7719183939406,91.61,1.27
2018,4,Tierra Del Fuego,93.5925708620794,92.77,0.88
2019,1,Tierra Del Fuego,93.3758192272124,93.59,-0.23
2019,2,Tierra Del Fuego,94.7980342802349,93.38,1.52
2019,3,Tierra Del Fuego,96.4621096309238,94.8,1.76
2019,4,Tierra Del Fuego,79.6953613637709,96.46,-17.38
2020,1,Tierra Del Fuego,76.0696497901879,79.7,-4.55
2020,2,Tierra Del Fuego,76.3694826074247,76.07,0.39
2020,3,Tierra Del Fuego,76.809095839467,76.37,0.58
2020,4,Tierra Del Fuego,76.265834969774,76.81,-0.71
2021,1,Tierra Del Fuego,77.3493560917737,76.27,1.42
2021,2,Tierra Del Fuego,67.8858077522918,77.35,-12.23
2021,3,Tierra Del Fuego,94.9538682598503,67.89,39.87
2021,4,Tierra Del Fuego,98.4006164486543,94.95,3.63
2022,1,Tierra Del Fuego,98.2905503867279,98.4,-0.11
2022,2,Tierra Del Fuego,99.86,98.29,1.6
2022,3,Tierra Del Fuego,99.51,99.86,-0.35
2022,4,Tierra Del Fuego,101.44,99.51,1.94
2023,1,Tierra Del Fuego,104.23,101.44,2.75
2023,2,Tierra Del Fuego,106.38,104.23,2.06
2023,3,Tierra Del Fuego,105.95,106.38,-0.4
2023,4,Tierra Del Fuego,110.49,105.95,4.29
2024,1,Tierra Del Fuego,109.78,110.49,-0.64
2024,2,Tierra Del Fuego,108.89,109.78,-0.81
2014,2,Tucumán,33.9445268856823,,0.0
2014,3,Tucumán,33.9437558222181,33.94,-0.0
2014,4,Tucumán,35.3208751693282,33.94,4.06
2015,1,Tucumán,35.0786068853898,35.32,-0.69
2015,2,Tucumán,35.6877056091873,35.08,1.74
2015,3,Tucumán,36.6103595277426,35.69,2.59
2015,4,Tucumán,37.0621732832959,36.61,1.23
2016,1,Tucumán,36.7247713663659,37.06,-0.91
2016,2,Tucumán,37.2356828933842,36.72,1.39
2016,3,Tucumán,37.8973634102384,37.24,1.78
2016,4,Tucumán,37.9807622036193,37.9,0.22
2017,1,Tucumán,37.900160758941,37.98,-0.21
2017,2,Tucumán,38.1862336563929,37.9,0.75
2017,3,Tucumán,39.6953791612326,38.19,3.95
2017,4,Tucumán,39.8968735176797,39.7,0.51
2018,1,Tucumán,41.1760093888662,39.9,3.21
2018,2,Tucumán,41.5125631700174,41.18,0.82
2018,3,Tucumán,41.6810135952876,41.51,0.41
2018,4,Tucumán,41.7579696387777,41.68,0.18
2019,1,Tucumán,41.6307444313476,41.76,-0.3
2019,2,Tucumán,40.1360462142088,41.63,-3.59
2019,3,Tucumán,39.4876002040168,40.14,-1.62
2019,4,Tucumán,47.6490201252129,39.49,20.67
2020,1,Tucumán,47.8479232585003,47.65,0.42
2020,2,Tucumán,51.7807409103048,47.85,8.22
2020,3,Tucumán,53.2281495112899,51.78,2.8
2020,4,Tucumán,54.7834044136996,53.23,2.92
2021,1,Tucumán,54.8189225412539,54.78,0.06
2021,2,Tucumán,54.928196510348,54.82,0.2
2021,3,Tucumán,54.636044861008,54.93,-0.53
2021,4,Tucumán,55.9259910242439,54.64,2.36
2022,1,Tucumán,57.3900322723119,55.93,2.62
2022,2,Tucumán,59.31,57.39,3.35
2022,3,Tucumán,61.14,59.31,3.09
2022,4,Tucumán,61.04,61.14,-0.16
2023,1,Tucumán,60.34,61.04,-1.15
2023,2,Tucumán,60.75,60.34,0.68
2023,3,Tucumán,61.26,60.75,0.84
2023,4,Tucumán,61.04,61.26,-0.36
2024,1,Tucumán,60.48,61.04,-0.92
2024,2,Tucumán,60.84,60.48,0.6
